Sex,Location,Year,Mortality,2015,2016,2017,2018,2019,Mean_Mortality,STD,Z-Score(95%),Conf_interval,Lower_bound_Mean_mortality,Upper_bound_Mean_mortality,Excess_mortality_Mean,Excess_mortality_fluc,P_Score,P_score_fluctuation,Mean Mortality ±,Excess Mortality ±,P_score ±,Population,Excess_mortality_per_10^5,Excess_mortality_per_10^5_fluc,Excess_mortality_per_10^5_±
Female,Iceland,2020,56.0,52.0,51.0,45.0,41.0,44.0,46.6,4.2,1.96,3.7,42.9,50.300000000000004,9.4,3.7,20.2,8.9,46.6 (±3.7),9.4 (±3.7),20.2% (±8.9%),8431,111.5,43.9,111.5(±43.9)
Female,Italy,2020,11505.0,11506.0,11179.0,10875.0,10296.0,9861.0,10983.399999999998,594.5,1.96,521.1,10462.299999999997,11504.499999999998,521.6,521.1,4.7,4.7,10983.4 (±521.1),521.6 (±521.1),4.7% (±4.7%),1818274,28.7,28.6,28.7(±28.6)
Female,Latvia,2020,720.0,722.0,726.0,771.0,810.0,679.0,755.1999999999998,44.9,1.96,39.4,715.7999999999998,794.5999999999998,-35.2,39.4,-4.7,4.7,755.2 (±39.4),-35.2 (±39.4),-4.7% (±4.7%),65922,-53.4,59.8,-53.4(±59.8)
Female,Liechtenstein,2020,5.0,6.0,10.0,9.0,7.0,3.0,7.000000000000002,2.4,1.96,2.1,4.900000000000002,9.100000000000001,-2.0,2.1,-28.6,16.5,7.0 (±2.1),-2.0 (±2.1),-28.6% (±16.5%),1118,-178.9,187.8,-178.9(±187.8)
Female,Lithuania,2020,1055.0,1001.0,970.0,942.0,932.0,934.0,974.2,26.4,1.96,23.1,951.1,997.3000000000001,80.8,23.1,8.3,2.5,974.2 (±23.1),80.8 (±23.1),8.3% (±2.5%),92402,87.4,25.0,87.4(±25.0)
Female,Luxembourg,2020,108.0,101.0,84.0,104.0,89.0,85.0,93.39999999999996,8.3,1.96,7.3,86.09999999999997,100.69999999999996,14.6,7.3,15.6,8.4,93.4 (±7.3),14.6 (±7.3),15.6% (±8.4%),13913,104.9,52.5,104.9(±52.5)
Female,Malta,2020,87.0,111.0,104.0,82.0,83.0,80.0,95.19999999999997,12.9,1.96,11.3,83.89999999999998,106.49999999999997,-8.2,11.3,-8.6,9.7,95.2 (±11.3),-8.2 (±11.3),-8.6% (±9.7%),14406,-56.9,78.4,-56.9(±78.4)
Female,Netherlands,2020,3967.0,4120.0,3871.0,3626.0,3580.0,3595.0,3833.6000000000004,209.5,1.96,183.6,3650.0000000000005,4017.2000000000003,133.4,183.6,3.5,4.7,3833.6 (±183.6),133.4 (±183.6),3.5% (±4.7%),502794,26.5,36.5,26.5(±36.5)
Female,Norway,2020,897.0,951.0,969.0,932.0,910.0,855.0,941.0000000000001,39.4,1.96,34.5,906.5000000000001,975.5000000000001,-44.0,34.5,-4.7,3.3,941.0 (±34.5),-44.0 (±34.5),-4.7% (±3.3%),138228,-31.8,24.9,-31.8(±24.9)
Female,Poland,2020,16084.0,12019.0,12246.0,12834.0,13235.0,13509.0,12997.400000000005,566.6,1.96,496.6,12500.800000000005,13494.000000000005,3086.6,496.6,23.7,4.5,12997.4 (±496.6),3086.6 (±496.6),23.7% (±4.5%),1352561,228.2,36.7,228.2(±36.7)
Female,Portugal,2020,2082.0,1829.0,1894.0,1848.0,1782.0,1792.0,1863.3999999999999,40.4,1.96,35.4,1827.9999999999998,1898.8,218.6,35.4,11.7,2.1,1863.4 (±35.4),218.6 (±35.4),11.7% (±2.1%),337447,64.8,10.5,64.8(±10.5)
Female,Romania,2020,9792.0,7001.0,7444.0,7489.0,7890.0,7618.0,7633.999999999999,289.0,1.96,253.3,7380.699999999999,7887.299999999999,2158.0,253.3,28.3,4.2,7634.0 (±253.3),2158.0 (±253.3),28.3% (±4.2%),670155,322.0,37.8,322.0(±37.8)
Female,Slovakia,2020,2003.0,1546.0,1680.0,1625.0,1751.0,1681.0,1687.7999999999997,68.2,1.96,59.8,1627.9999999999998,1747.5999999999997,315.2,59.8,18.7,4.1,1687.8 (±59.8),315.2 (±59.8),18.7% (±4.1%),181339,173.8,33.0,173.8(±33.0)
Female,Slovenia,2020,487.0,441.0,403.0,419.0,497.0,471.0,458.19999999999993,34.1,1.96,29.9,428.29999999999995,488.0999999999999,28.8,29.9,6.3,6.5,458.2 (±29.9),28.8 (±29.9),6.3% (±6.5%),68823,41.8,43.5,41.8(±43.5)
Female,Spain,2020,7597.0,5988.0,6069.0,6115.0,6051.0,6112.0,6192.5999999999985,46.5,1.96,40.8,6151.799999999998,6233.399999999999,1404.4,40.8,22.7,0.8,6192.6 (±40.8),1404.4 (±40.8),22.7% (±0.8%),1271580,110.4,3.3,110.4(±3.3)
Female,Sweden,2020,1758.0,2152.0,1928.0,1894.0,1859.0,1678.0,1943.8,151.8,1.96,133.1,1810.7,2076.9,-185.8,133.1,-9.6,5.8,1943.8 (±133.1),-185.8 (±133.1),-9.6% (±5.8%),272942,-68.1,48.8,-68.1(±48.8)
Female,Switzerland,2020,1172.0,1301.0,1244.0,1206.0,1194.0,1149.0,1246.8,51.1,1.96,44.8,1202.0,1291.6,-74.8,44.8,-6.0,3.3,1246.8 (±44.8),-74.8 (±44.8),-6.0% (±3.3%),222768,-33.6,20.1,-33.6(±20.1)
Male,Austria,2020,2889.0,2854.0,2871.0,2629.0,2656.0,2606.0,2783.9999999999995,115.0,1.96,100.8,2683.1999999999994,2884.7999999999997,105.0,100.8,3.8,3.7,2784.0 (±100.8),105.0 (±100.8),3.8% (±3.7%),213220,49.2,47.3,49.2(±47.3)
Male,Belgium,2020,4569.0,4040.0,4027.0,3922.0,3882.0,3729.0,3996.8,112.9,1.96,99.0,3897.8,4095.8,572.2,99.0,14.3,2.7,3996.8 (±99.0),572.2 (±99.0),14.3% (±2.7%),302248,189.3,32.8,189.3(±32.8)
Male,Bulgaria,2020,7029.0,6059.0,5979.0,5849.0,5835.0,5645.0,5983.000000000001,141.3,1.96,123.9,5859.100000000001,6106.900000000001,1046.0,123.9,17.5,2.4,5983.0 (±123.9),1046.0 (±123.9),17.5% (±2.4%),205259,509.6,60.4,509.6(±60.4)
Male,Croatia,2020,2962.0,2373.0,2420.0,2450.0,2550.0,2467.0,2501.6000000000004,58.5,1.96,51.3,2450.3,2552.9000000000005,460.4,51.3,18.4,2.4,2501.6 (±51.3),460.4 (±51.3),18.4% (±2.4%),124926,368.5,41.1,368.5(±41.1)
Male,Cyprus,2020,224.0,224.0,186.0,221.0,228.0,221.0,220.0,15.2,1.96,13.3,206.7,233.3,4.0,13.3,1.8,5.8,220.0 (±13.3),4.0 (±13.3),1.8% (±5.8%),21813,18.3,61.0,18.3(±61.0)
Male,Czechia,2020,6826.0,6384.0,6260.0,6005.0,6146.0,5953.0,6269.600000000001,159.2,1.96,139.5,6130.100000000001,6409.100000000001,556.4,139.5,8.9,2.4,6269.6 (±139.5),556.4 (±139.5),8.9% (±2.4%),315679,176.3,44.1,176.3(±44.1)
Male,Denmark,2020,2145.0,2314.0,2195.0,2089.0,2105.0,2114.0,2205.0000000000005,83.7,1.96,73.4,2131.6000000000004,2278.4000000000005,-60.0,73.4,-2.7,3.2,2205.0 (±73.4),-60.0 (±73.4),-2.7% (±3.2%),155734,-38.5,47.1,-38.5(±47.1)
Male,Estonia,2020,807.0,695.0,727.0,720.0,723.0,752.0,737.8000000000001,18.2,1.96,16.0,721.8000000000001,753.8000000000001,69.2,16.0,9.4,2.3,737.8 (±16.0),69.2 (±16.0),9.4% (±2.3%),32108,215.5,49.9,215.5(±49.9)
Male,Finland,2020,2151.0,2596.0,2514.0,2400.0,2308.0,2199.0,2438.6,141.6,1.96,124.1,2314.5,2562.7,-287.6,124.1,-11.8,4.3,2438.6 (±124.1),-287.6 (±124.1),-11.8% (±4.3%),171275,-167.9,72.4,-167.9(±72.4)
Male,France,2020,24034.0,23344.0,22913.0,22656.0,22558.0,21980.0,23116.600000000002,447.2,1.96,392.0,22724.600000000002,23508.600000000002,917.4,392.0,4.0,1.8,23116.6 (±392.0),917.4 (±392.0),4.0% (±1.8%),1835511,50.0,21.3,50.0(±21.3)
Male,Greece,2020,4363.0,4223.0,3857.0,3886.0,3800.0,3874.0,4015.2000000000003,150.4,1.96,131.8,3883.4,4147.0,347.8,131.8,8.7,3.5,4015.2 (±131.8),347.8 (±131.8),8.7% (±3.5%),285945,121.6,46.1,121.6(±46.1)
Male,Hungary,2020,8792.0,6525.0,7019.0,6942.0,7332.0,7278.0,7139.2,288.1,1.96,252.5,6886.7,7391.7,1652.8,252.5,23.2,4.3,7139.2 (±252.5),1652.8 (±252.5),23.2% (±4.3%),277065,596.5,91.2,596.5(±91.2)
Male,Iceland,2020,86.0,78.0,73.0,80.0,69.0,87.0,79.79999999999998,6.2,1.96,5.4,74.39999999999998,85.19999999999999,6.2,5.4,7.8,6.9,79.8 (±5.4),6.2 (±5.4),7.8% (±6.9%),8550,72.5,63.2,72.5(±63.2)
Male,Italy,2020,20940.0,19839.0,19094.0,18098.0,17400.0,16617.0,18608.000000000004,1152.5,1.96,1010.2,17597.800000000003,19618.200000000004,2332.0,1010.2,12.5,5.8,18608.0 (±1010.2),2332.0 (±1010.2),12.5% (±5.8%),1652740,141.1,61.1,141.1(±61.1)
Male,Latvia,2020,1368.0,1229.0,1290.0,1305.0,1321.0,1246.0,1305.4,35.1,1.96,30.8,1274.6000000000001,1336.2,62.6,30.8,4.8,2.4,1305.4 (±30.8),62.6 (±30.8),4.8% (±2.4%),43882,142.7,70.1,142.7(±70.1)
Male,Liechtenstein,2020,13.0,13.0,12.0,18.0,10.0,15.0,13.599999999999998,2.7,1.96,2.4,11.199999999999998,15.999999999999998,-0.6,2.4,-4.4,14.3,13.6 (±2.4),-0.6 (±2.4),-4.4% (±14.3%),1056,-56.8,227.3,-56.8(±227.3)
Male,Lithuania,2020,2078.0,1878.0,1734.0,1690.0,1737.0,1752.0,1795.0,63.4,1.96,55.6,1739.4,1850.6,283.0,55.6,15.8,3.5,1795.0 (±55.6),283.0 (±55.6),15.8% (±3.5%),62138,455.4,89.5,455.4(±89.5)
Male,Luxembourg,2020,168.0,136.0,161.0,210.0,160.0,150.0,165.8,25.0,1.96,21.9,143.9,187.70000000000002,2.2,21.9,1.3,11.8,165.8 (±21.9),2.2 (±21.9),1.3% (±11.8%),13597,16.2,161.0,16.2(±161.0)
Male,Malta,2020,147.0,165.0,141.0,153.0,158.0,153.0,159.59999999999997,7.8,1.96,6.8,152.79999999999995,166.39999999999998,-12.6,6.8,-7.9,3.8,159.6 (±6.8),-12.6 (±6.8),-7.9% (±3.8%),14037,-89.8,48.5,-89.8(±48.5)
Male,Netherlands,2020,5745.0,6058.0,5581.0,5310.0,5309.0,5144.0,5589.2,321.0,1.96,281.4,5307.8,5870.599999999999,155.8,281.4,2.8,4.9,5589.2 (±281.4),155.8 (±281.4),2.8% (±4.9%),493254,31.6,57.0,31.6(±57.0)
Male,Norway,2020,1374.0,1503.0,1460.0,1406.0,1336.0,1295.0,1432.8000000000002,76.6,1.96,67.1,1365.7000000000003,1499.9,-58.8,67.1,-4.1,4.3,1432.8 (±67.1),-58.8 (±67.1),-4.1% (±4.3%),137044,-42.9,49.0,-42.9(±49.0)
Male,Poland,2020,31063.0,22051.0,22655.0,23212.0,24714.0,25008.0,23980.0,1152.4,1.96,1010.1,22969.9,24990.1,7083.0,1010.1,29.5,5.2,23980.0 (±1010.1),7083.0 (±1010.1),29.5% (±5.2%),1095263,646.7,92.2,646.7(±92.2)
Male,Portugal,2020,4148.0,3524.0,3730.0,3629.0,3660.0,3724.0,3731.000000000001,75.1,1.96,65.8,3665.2000000000007,3796.800000000001,417.0,65.8,11.2,2.0,3731.0 (±65.8),417.0 (±65.8),11.2% (±2.0%),285465,146.1,23.0,146.1(±23.0)
Male,Romania,2020,18305.0,12569.0,12817.0,13450.0,14465.0,14171.0,13771.199999999997,737.2,1.96,646.2,13124.999999999996,14417.399999999998,4533.8,646.2,32.9,5.9,13771.2 (±646.2),4533.8 (±646.2),32.9% (±5.9%),531739,852.6,121.6,852.6(±121.6)
Male,Slovakia,2020,3753.0,2835.0,3003.0,2973.0,3237.0,3199.0,3102.1999999999985,149.4,1.96,131.0,2971.1999999999985,3233.1999999999985,650.8,131.0,21.0,4.9,3102.2 (±131.0),650.8 (±131.0),21.0% (±4.9%),148066,439.5,88.5,439.5(±88.5)
Male,Slovenia,2020,1106.0,798.0,862.0,847.0,960.0,986.0,903.4000000000002,71.0,1.96,62.2,841.2000000000002,965.6000000000003,202.6,62.2,22.4,7.9,903.4 (±62.2),202.6 (±62.2),22.4% (±7.9%),65374,309.9,95.2,309.9(±95.2)
Male,Spain,2020,15883.0,13492.0,13126.0,13309.0,13057.0,12782.0,13394.800000000003,239.5,1.96,209.9,13184.900000000003,13604.700000000003,2488.2,209.9,18.6,1.9,13394.8 (±209.9),2488.2 (±209.9),18.6% (±1.9%),1160179,214.5,18.1,214.5(±18.1)
Male,Sweden,2020,2693.0,3090.0,2830.0,2584.0,2648.0,2421.0,2780.2000000000003,228.9,1.96,200.6,2579.6000000000004,2980.8,-87.2,200.6,-3.1,6.6,2780.2 (±200.6),-87.2 (±200.6),-3.1% (±6.6%),267106,-32.6,75.1,-32.6(±75.1)
Male,Switzerland,2020,2082.0,2137.0,2033.0,1916.0,1943.0,1872.0,2016.9999999999998,94.4,1.96,82.7,1934.2999999999997,2099.7,65.0,82.7,3.2,4.0,2017.0 (±82.7),65.0 (±82.7),3.2% (±4.0%),207844,31.3,39.8,31.3(±39.8)
Total,Austria,2020,4578.0,4557.0,4572.0,4222.0,4233.0,4229.0,4447.4,165.0,1.96,144.6,4302.799999999999,4592.0,130.6,144.6,2.9,3.2,4447.4 (±144.6),130.6 (±144.6),2.9% (±3.2%),450381,29.0,32.1,29.0(±32.1)
Total,Belgium,2020,7194.0,6419.0,6294.0,6183.0,6207.0,6061.0,6344.800000000001,119.2,1.96,104.5,6240.300000000001,6449.300000000001,849.2,104.5,13.4,1.9,6344.8 (±104.5),849.2 (±104.5),13.4% (±1.9%),623529,136.2,16.8,136.2(±16.8)
Total,Bulgaria,2020,11004.0,9351.0,9133.0,9067.0,9021.0,8746.0,9223.6,195.0,1.96,170.9,9052.7,9394.5,1780.4,170.9,19.3,2.2,9223.6 (±170.9),1780.4 (±170.9),19.3% (±2.2%),463819,383.9,36.8,383.9(±36.8)
Total,Croatia,2020,4428.0,3568.0,3705.0,3764.0,3822.0,3643.0,3770.7999999999993,89.1,1.96,78.1,3692.6999999999994,3848.899999999999,657.2,78.1,17.4,2.4,3770.8 (±78.1),657.2 (±78.1),17.4% (±2.4%),267320,245.8,29.3,245.8(±29.3)
Total,Cyprus,2020,344.0,357.0,300.0,338.0,347.0,340.0,343.6,19.4,1.96,17.0,326.6,360.6,0.4,17.0,0.1,4.7,343.6 (±17.0),0.4 (±17.0),0.1% (±4.7%),44929,0.9,37.8,0.9(±37.8)
Total,Czechia,2020,10365.0,9940.0,9659.0,9324.0,9464.0,9062.0,9671.400000000003,297.5,1.96,260.8,9410.600000000004,9932.200000000003,693.6,260.8,7.2,2.8,9671.4 (±260.8),693.6 (±260.8),7.2% (±2.8%),678927,102.2,38.4,102.2(±38.4)
Total,Denmark,2020,3530.0,3880.0,3673.0,3408.0,3526.0,3514.0,3667.4,163.4,1.96,143.2,3524.2000000000003,3810.6,-137.4,143.2,-3.7,3.7,3667.4 (±143.2),-137.4 (±143.2),-3.7% (±3.7%),319275,-43.0,44.8,-43.0(±44.8)
Total,Estonia,2020,1210.0,1053.0,1099.0,1090.0,1166.0,1087.0,1117.4,37.0,1.96,32.4,1085.0,1149.8000000000002,92.6,32.4,8.3,3.1,1117.4 (±32.4),92.6 (±32.4),8.3% (±3.1%),77501,119.5,41.8,119.5(±41.8)
Total,Finland,2020,3375.0,4007.0,3754.0,3695.0,3545.0,3427.0,3745.599999999999,197.3,1.96,172.9,3572.699999999999,3918.499999999999,-370.6,172.9,-9.9,4.0,3745.6 (±172.9),-370.6 (±172.9),-9.9% (±4.0%),356960,-103.8,48.4,-103.8(±48.4)
Total,France,2020,36651.0,34891.0,34541.0,34228.0,34247.0,33588.0,34943.8,429.5,1.96,376.5,34567.3,35320.3,1707.2,376.5,4.9,1.1,34943.8 (±376.5),1707.2 (±376.5),4.9% (±1.1%),3902936,43.7,9.7,43.7(±9.7)
Total,Greece,2020,6567.0,6268.0,5777.0,5799.0,5710.0,5710.0,5973.6,210.6,1.96,184.6,5789.0,6158.200000000001,593.4,184.6,9.9,3.3,5973.6 (±184.6),593.4 (±184.6),9.9% (±3.3%),609002,97.4,30.3,97.4(±30.3)
Total,Hungary,2020,14151.0,10655.0,11081.0,11228.0,11746.0,11699.0,11483.4,406.4,1.96,356.2,11127.199999999999,11839.6,2667.6,356.2,23.2,3.7,11483.4 (±356.2),2667.6 (±356.2),23.2% (±3.7%),643679,414.4,55.4,414.4(±55.4)
Total,Iceland,2020,142.0,130.0,124.0,125.0,110.0,131.0,126.39999999999999,7.5,1.96,6.6,119.8,133.0,15.6,6.6,12.3,5.5,126.4 (±6.6),15.6 (±6.6),12.3% (±5.5%),16981,91.9,38.8,91.9(±38.8)
Total,Italy,2020,32445.0,31345.0,30273.0,28973.0,27696.0,26478.0,29591.4,1741.8,1.96,1526.8,28064.600000000002,31118.2,2853.6,1526.8,9.6,5.3,29591.4 (±1526.8),2853.6 (±1526.8),9.6% (±5.3%),3471014,82.2,44.0,82.2(±44.0)
Total,Latvia,2020,2088.0,1951.0,2016.0,2076.0,2131.0,1925.0,2060.6000000000004,76.5,1.96,67.1,1993.5000000000005,2127.7000000000003,27.4,67.1,1.3,3.2,2060.6 (±67.1),27.4 (±67.1),1.3% (±3.2%),109804,25.0,61.1,25.0(±61.1)
Total,Liechtenstein,2020,18.0,19.0,22.0,27.0,17.0,18.0,20.600000000000005,3.6,1.96,3.2,17.400000000000006,23.800000000000004,-2.6,3.2,-12.6,11.8,20.6 (±3.2),-2.6 (±3.2),-12.6% (±11.8%),2174,-119.6,147.2,-119.6(±147.2)
Total,Lithuania,2020,3133.0,2879.0,2704.0,2632.0,2669.0,2686.0,2769.2000000000007,85.9,1.96,75.3,2693.9000000000005,2844.500000000001,363.8,75.3,13.1,3.0,2769.2 (±75.3),363.8 (±75.3),13.1% (±3.0%),154540,235.4,48.7,235.4(±48.7)
Total,Luxembourg,2020,276.0,237.0,245.0,314.0,249.0,235.0,259.19999999999993,29.4,1.96,25.8,233.39999999999992,284.99999999999994,16.8,25.8,6.5,9.7,259.2 (±25.8),16.8 (±25.8),6.5% (±9.7%),27510,61.1,93.8,61.1(±93.8)
Total,Malta,2020,234.0,276.0,245.0,235.0,241.0,233.0,254.8,15.6,1.96,13.7,241.10000000000002,268.5,-20.8,13.7,-8.2,4.6,254.8 (±13.7),-20.8 (±13.7),-8.2% (±4.6%),28443,-73.1,48.1,-73.1(±48.1)
Total,Netherlands,2020,9712.0,10178.0,9452.0,8936.0,8889.0,8739.0,9422.8,527.5,1.96,462.4,8960.4,9885.199999999999,289.2,462.4,3.1,4.9,9422.8 (±462.4),289.2 (±462.4),3.1% (±4.9%),996048,29.0,46.5,29.0(±46.5)
Total,Norway,2020,2271.0,2454.0,2429.0,2338.0,2246.0,2150.0,2373.7999999999997,113.6,1.96,99.6,2274.2,2473.3999999999996,-102.8,99.6,-4.3,3.9,2373.8 (±99.6),-102.8 (±99.6),-4.3% (±3.9%),275272,-37.3,36.1,-37.3(±36.1)
Total,Poland,2020,47147.0,34070.0,34901.0,36046.0,37949.0,38517.0,36977.4,1710.5,1.96,1499.3,35478.1,38476.700000000004,10169.6,1499.3,27.5,5.0,36977.4 (±1499.3),10169.6 (±1499.3),27.5% (±5.0%),2447824,415.5,61.2,415.5(±61.2)
Total,Portugal,2020,6230.0,5353.0,5624.0,5477.0,5442.0,5516.0,5594.400000000001,89.0,1.96,78.0,5516.400000000001,5672.400000000001,635.6,78.0,11.4,1.6,5594.4 (±78.0),635.6 (±78.0),11.4% (±1.6%),622912,102.0,12.6,102.0(±12.6)
Total,Romania,2020,28097.0,19570.0,20261.0,20939.0,22355.0,21789.0,21405.200000000008,1005.2,1.96,881.1,20524.10000000001,22286.300000000007,6691.8,881.1,31.3,5.2,21405.2 (±881.1),6691.8 (±881.1),31.3% (±5.2%),1201894,556.8,73.3,556.8(±73.3)
Total,Slovakia,2020,5756.0,4381.0,4683.0,4598.0,4988.0,4880.0,4790.0,213.4,1.96,187.1,4602.9,4977.1,966.0,187.1,20.2,4.6,4790.0 (±187.1),966.0 (±187.1),20.2% (±4.6%),329405,293.3,56.8,293.3(±56.8)
Total,Slovenia,2020,1593.0,1239.0,1265.0,1266.0,1457.0,1457.0,1361.6,98.6,1.96,86.4,1275.1999999999998,1448.0,231.4,86.4,17.0,7.0,1361.6 (±86.4),231.4 (±86.4),17.0% (±7.0%),134197,172.4,64.4,172.4(±64.4)
Total,Spain,2020,23482.0,19480.0,19195.0,19424.0,19108.0,18894.0,19587.399999999998,213.9,1.96,187.5,19399.899999999998,19774.899999999998,3894.6,187.5,19.9,1.2,19587.4 (±187.5),3894.6 (±187.5),19.9% (±1.2%),2431759,160.2,7.7,160.2(±7.7)
Total,Sweden,2020,4451.0,5242.0,4758.0,4478.0,4507.0,4099.0,4724.0,376.9,1.96,330.4,4393.6,5054.4,-273.0,330.4,-5.8,6.1,4724.0 (±330.4),-273.0 (±330.4),-5.8% (±6.1%),540048,-50.6,61.2,-50.6(±61.2)
Total,Switzerland,2020,3254.0,3438.0,3277.0,3122.0,3137.0,3021.0,3263.8,144.7,1.96,126.8,3137.0,3390.6000000000004,-9.8,126.8,-0.3,3.7,3263.8 (±126.8),-9.8 (±126.8),-0.3% (±3.7%),430612,-2.3,29.5,-2.3(±29.5)
