Sex,Location,Year,Mortality,2015,2016,2017,2018,2019,Mean_Mortality,STD,Z-Score(95%),Conf_interval,Lower_bound_Mean_mortality,Upper_bound_Mean_mortality,Excess_mortality_Mean,Excess_mortality_fluc,P_Score,P_score_fluctuation,Mean Mortality ±,Excess Mortality ±,P_score ±,Population,Excess_mortality_per_10^5,Excess_mortality_per_10^5_fluc,Excess_mortality_per_10^5_±
Female,Czechia,2020,327.0,299.0,332.0,280.0,290.0,299.0,310.4,17.5,1.96,15.3,295.09999999999997,325.7,16.6,15.3,5.3,4.9,310.4 (±15.3),16.6 (±15.3),5.3% (±4.9%),349803,4.7,4.4,4.7(±4.4)
Female,Czechia,2020,327.0,299.0,332.0,280.0,290.0,299.0,310.4,17.5,1.96,15.3,295.09999999999997,325.7,16.6,15.3,5.3,4.9,310.4 (±15.3),16.6 (±15.3),5.3% (±4.9%),368149,4.5,4.2,4.5(±4.2)
Female,Denmark,2020,114.0,110.0,105.0,107.0,121.0,104.0,111.0,6.2,1.96,5.4,105.6,116.4,3.0,5.4,2.7,4.8,111.0 (±5.4),3.0 (±5.4),2.7% (±4.8%),175511,1.7,3.1,1.7(±3.1)
Female,Denmark,2020,114.0,110.0,105.0,107.0,121.0,104.0,111.0,6.2,1.96,5.4,105.6,116.4,3.0,5.4,2.7,4.8,111.0 (±5.4),3.0 (±5.4),2.7% (±4.8%),162485,1.8,3.4,1.8(±3.4)
Female,Estonia,2020,48.0,42.0,74.0,40.0,48.0,51.0,51.0,12.2,1.96,10.7,40.3,61.7,-3.0,10.7,-5.9,16.3,51.0 (±10.7),-3.0 (±10.7),-5.9% (±16.3%),47901,-6.3,22.4,-6.3(±22.4)
Female,Estonia,2020,48.0,42.0,74.0,40.0,48.0,51.0,51.0,12.2,1.96,10.7,40.3,61.7,-3.0,10.7,-5.9,16.3,51.0 (±10.7),-3.0 (±10.7),-5.9% (±16.3%),45758,-6.6,23.4,-6.6(±23.4)
Female,Finland,2020,135.0,130.0,121.0,123.0,125.0,125.0,126.40000000000002,3.0,1.96,2.6,123.80000000000003,129.00000000000003,8.6,2.6,6.8,2.1,126.4 (±2.6),8.6 (±2.6),6.8% (±2.1%),169653,5.1,1.5,5.1(±1.5)
Female,Finland,2020,135.0,130.0,121.0,123.0,125.0,125.0,126.40000000000002,3.0,1.96,2.6,123.80000000000003,129.00000000000003,8.6,2.6,6.8,2.1,126.4 (±2.6),8.6 (±2.6),6.8% (±2.1%),174660,4.9,1.5,4.9(±1.5)
Female,France,2020,1554.0,1539.0,1533.0,1512.0,1532.0,1532.0,1556.8000000000002,9.2,1.96,8.1,1548.7000000000003,1564.9,-2.8,8.1,-0.2,0.5,1556.8 (±8.1),-2.8 (±8.1),-0.2% (±0.5%),2099471,-0.1,0.4,-0.1(±0.4)
Female,France,2020,1554.0,1539.0,1533.0,1512.0,1532.0,1532.0,1556.8000000000002,9.2,1.96,8.1,1548.7000000000003,1564.9,-2.8,8.1,-0.2,0.5,1556.8 (±8.1),-2.8 (±8.1),-0.2% (±0.5%),2181243,-0.1,0.3,-0.1(±0.3)
Female,Greece,2020,217.0,257.0,254.0,215.0,228.0,202.0,232.80000000000004,21.5,1.96,18.8,214.00000000000003,251.60000000000005,-15.8,18.8,-6.8,7.0,232.8 (±18.8),-15.8 (±18.8),-6.8% (±7.0%),298181,-5.3,6.3,-5.3(±6.3)
Female,Greece,2020,217.0,257.0,254.0,215.0,228.0,202.0,232.80000000000004,21.5,1.96,18.8,214.00000000000003,251.60000000000005,-15.8,18.8,-6.8,7.0,232.8 (±18.8),-15.8 (±18.8),-6.8% (±7.0%),367204,-4.3,5.1,-4.3(±5.1)
Female,Hungary,2020,333.0,334.0,338.0,362.0,285.0,305.0,329.6000000000001,26.9,1.96,23.6,306.00000000000006,353.2000000000001,3.4,23.6,1.0,6.7,329.6 (±23.6),3.4 (±23.6),1.0% (±6.7%),299259,1.1,7.9,1.1(±7.9)
Female,Hungary,2020,333.0,334.0,338.0,362.0,285.0,305.0,329.6000000000001,26.9,1.96,23.6,306.00000000000006,353.2000000000001,3.4,23.6,1.0,6.7,329.6 (±23.6),3.4 (±23.6),1.0% (±6.7%),320647,1.1,7.3,1.1(±7.3)
Female,Iceland,2020,11.0,4.0,5.0,9.0,12.0,9.0,7.8000000000000025,2.9,1.96,2.5,5.3000000000000025,10.300000000000002,3.2,2.5,41.0,34.2,7.8 (±2.5),3.2 (±2.5),41.0% (±34.2%),12572,25.5,19.8,25.5(±19.8)
Female,Iceland,2020,11.0,4.0,5.0,9.0,12.0,9.0,7.8000000000000025,2.9,1.96,2.5,5.3000000000000025,10.300000000000002,3.2,2.5,41.0,34.2,7.8 (±2.5),3.2 (±2.5),41.0% (±34.2%),12081,26.5,20.7,26.5(±20.7)
Female,Italy,2020,889.0,1070.0,1062.0,1015.0,995.0,888.0,1031.6000000000001,65.4,1.96,57.3,974.3000000000002,1088.9,-142.6,57.3,-13.8,4.6,1031.6 (±57.3),-142.6 (±57.3),-13.8% (±4.6%),1623692,-8.8,3.5,-8.8(±3.5)
Female,Italy,2020,889.0,1070.0,1062.0,1015.0,995.0,888.0,1031.6000000000001,65.4,1.96,57.3,974.3000000000002,1088.9,-142.6,57.3,-13.8,4.6,1031.6 (±57.3),-142.6 (±57.3),-13.8% (±4.6%),1779210,-8.0,3.2,-8.0(±3.2)
Female,Latvia,2020,87.0,110.0,84.0,118.0,98.0,84.0,99.60000000000001,13.7,1.96,12.0,87.60000000000001,111.60000000000001,-12.6,12.0,-12.7,9.3,99.6 (±12.0),-12.6 (±12.0),-12.7% (±9.3%),66589,-18.9,18.0,-18.9(±18.0)
Female,Latvia,2020,87.0,110.0,84.0,118.0,98.0,84.0,99.60000000000001,13.7,1.96,12.0,87.60000000000001,111.60000000000001,-12.6,12.0,-12.7,9.3,99.6 (±12.0),-12.6 (±12.0),-12.7% (±9.3%),63832,-19.7,18.8,-19.7(±18.8)
Female,Liechtenstein,2020,0.0,1.0,2.0,1.0,0.0,0.0,0.8,0.7,1.96,0.6,0.20000000000000007,1.4,-0.8,0.6,-100.0,0.0,0.8 (±0.6),-0.8 (±0.6),-100.0% (±0.0%),1206,-66.3,49.7,-66.3(±49.7)
Female,Liechtenstein,2020,0.0,1.0,2.0,1.0,0.0,0.0,0.8,0.7,1.96,0.6,0.20000000000000007,1.4,-0.8,0.6,-100.0,0.0,0.8 (±0.6),-0.8 (±0.6),-100.0% (±0.0%),1263,-63.3,47.5,-63.3(±47.5)
Female,Lithuania,2020,121.0,172.0,148.0,145.0,135.0,119.0,147.00000000000003,17.4,1.96,15.3,131.70000000000002,162.30000000000004,-26.0,15.3,-17.7,7.7,147.0 (±15.3),-26.0 (±15.3),-17.7% (±7.7%),88432,-29.4,17.3,-29.4(±17.3)
Female,Lithuania,2020,121.0,172.0,148.0,145.0,135.0,119.0,147.00000000000003,17.4,1.96,15.3,131.70000000000002,162.30000000000004,-26.0,15.3,-17.7,7.7,147.0 (±15.3),-26.0 (±15.3),-17.7% (±7.7%),81835,-31.8,18.7,-31.8(±18.7)
Female,Luxembourg,2020,10.0,10.0,12.0,10.0,13.0,13.0,11.6,1.4,1.96,1.2,10.4,12.799999999999999,-1.6,1.2,-13.8,8.1,11.6 (±1.2),-1.6 (±1.2),-13.8% (±8.1%),24527,-6.5,4.9,-6.5(±4.9)
Female,Luxembourg,2020,10.0,10.0,12.0,10.0,13.0,13.0,11.6,1.4,1.96,1.2,10.4,12.799999999999999,-1.6,1.2,-13.8,8.1,11.6 (±1.2),-1.6 (±1.2),-13.8% (±8.1%),24385,-6.6,5.0,-6.6(±5.0)
Female,Malta,2020,10.0,5.0,18.0,12.0,16.0,12.0,12.6,4.5,1.96,3.9,8.7,16.5,-2.6,3.9,-20.6,18.8,12.6 (±3.9),-2.6 (±3.9),-20.6% (±18.8%),21229,-12.2,18.3,-12.2(±18.3)
Female,Malta,2020,10.0,5.0,18.0,12.0,16.0,12.0,12.6,4.5,1.96,3.9,8.7,16.5,-2.6,3.9,-20.6,18.8,12.6 (±3.9),-2.6 (±3.9),-20.6% (±18.8%),19222,-13.5,20.3,-13.5(±20.3)
Female,Netherlands,2020,365.0,332.0,359.0,345.0,326.0,330.0,344.80000000000007,12.1,1.96,10.6,334.20000000000005,355.4000000000001,20.2,10.6,5.9,3.2,344.8 (±10.6),20.2 (±10.6),5.9% (±3.2%),545437,3.7,1.9,3.7(±1.9)
Female,Netherlands,2020,365.0,332.0,359.0,345.0,326.0,330.0,344.80000000000007,12.1,1.96,10.6,334.20000000000005,355.4000000000001,20.2,10.6,5.9,3.2,344.8 (±10.6),20.2 (±10.6),5.9% (±3.2%),520631,3.9,2.0,3.9(±2.0)
Female,Norway,2020,105.0,119.0,109.0,105.0,103.0,106.0,111.60000000000001,5.6,1.96,4.9,106.7,116.50000000000001,-6.6,4.9,-5.9,4.0,111.6 (±4.9),-6.6 (±4.9),-5.9% (±4.0%),183172,-3.6,2.7,-3.6(±2.7)
Female,Norway,2020,105.0,119.0,109.0,105.0,103.0,106.0,111.60000000000001,5.6,1.96,4.9,106.7,116.50000000000001,-6.6,4.9,-5.9,4.0,111.6 (±4.9),-6.6 (±4.9),-5.9% (±4.0%),172955,-3.8,2.8,-3.8(±2.8)
Female,Poland,2020,1443.0,1235.0,1298.0,1292.0,1306.0,1231.0,1288.4000000000003,32.5,1.96,28.5,1259.9000000000003,1316.9000000000003,154.6,28.5,12.0,2.4,1288.4 (±28.5),154.6 (±28.5),12.0% (±2.4%),1407779,11.0,2.0,11.0(±2.0)
Female,Poland,2020,1443.0,1235.0,1298.0,1292.0,1306.0,1231.0,1288.4000000000003,32.5,1.96,28.5,1259.9000000000003,1316.9000000000003,154.6,28.5,12.0,2.4,1288.4 (±28.5),154.6 (±28.5),12.0% (±2.4%),1544475,10.0,1.9,10.0(±1.9)
Female,Portugal,2020,243.0,246.0,254.0,262.0,222.0,252.0,252.00000000000003,13.6,1.96,11.9,240.10000000000002,263.90000000000003,-9.0,11.9,-3.6,4.3,252.0 (±11.9),-9.0 (±11.9),-3.6% (±4.3%),287895,-3.1,4.1,-3.1(±4.1)
Female,Portugal,2020,243.0,246.0,254.0,262.0,222.0,252.0,252.00000000000003,13.6,1.96,11.9,240.10000000000002,263.90000000000003,-9.0,11.9,-3.6,4.3,252.0 (±11.9),-9.0 (±11.9),-3.6% (±4.3%),349384,-2.6,3.4,-2.6(±3.4)
Female,Romania,2020,819.0,844.0,793.0,795.0,752.0,690.0,799.6,51.5,1.96,45.1,754.5,844.7,19.4,45.1,2.4,5.4,799.6 (±45.1),19.4 (±45.1),2.4% (±5.4%),658652,2.9,6.9,2.9(±6.9)
Female,Romania,2020,819.0,844.0,793.0,795.0,752.0,690.0,799.6,51.5,1.96,45.1,754.5,844.7,19.4,45.1,2.4,5.4,799.6 (±45.1),19.4 (±45.1),2.4% (±5.4%),641386,3.0,7.1,3.0(±7.1)
Female,Slovakia,2020,183.0,173.0,229.0,180.0,153.0,184.0,187.79999999999995,25.0,1.96,21.9,165.89999999999995,209.69999999999996,-4.8,21.9,-2.6,10.1,187.8 (±21.9),-4.8 (±21.9),-2.6% (±10.1%),201459,-2.4,10.9,-2.4(±10.9)
Female,Slovakia,2020,183.0,173.0,229.0,180.0,153.0,184.0,187.79999999999995,25.0,1.96,21.9,165.89999999999995,209.69999999999996,-4.8,21.9,-2.6,10.1,187.8 (±21.9),-4.8 (±21.9),-2.6% (±10.1%),211404,-2.3,10.4,-2.3(±10.4)
Female,Slovenia,2020,37.0,53.0,46.0,41.0,41.0,44.0,46.59999999999999,4.4,1.96,3.9,42.69999999999999,50.499999999999986,-9.6,3.9,-20.6,6.1,46.6 (±3.9),-9.6 (±3.9),-20.6% (±6.1%),63626,-15.1,6.1,-15.1(±6.1)
Female,Slovenia,2020,37.0,53.0,46.0,41.0,41.0,44.0,46.59999999999999,4.4,1.96,3.9,42.69999999999999,50.499999999999986,-9.6,3.9,-20.6,6.1,46.6 (±3.9),-9.6 (±3.9),-20.6% (±6.1%),71547,-13.4,5.4,-13.4(±5.4)
Female,Spain,2020,876.0,882.0,894.0,853.0,807.0,764.0,849.6,48.4,1.96,42.4,807.2,892.0,26.4,42.4,3.1,4.9,849.6 (±42.4),26.4 (±42.4),3.1% (±4.9%),1391722,1.9,3.0,1.9(±3.0)
Female,Spain,2020,876.0,882.0,894.0,853.0,807.0,764.0,849.6,48.4,1.96,42.4,807.2,892.0,26.4,42.4,3.1,4.9,849.6 (±42.4),26.4 (±42.4),3.1% (±4.9%),1669074,1.6,2.5,1.6(±2.5)
Female,Sweden,2020,203.0,182.0,175.0,163.0,184.0,180.0,179.20000000000002,7.5,1.96,6.6,172.60000000000002,185.8,23.8,6.6,13.3,4.0,179.2 (±6.6),23.8 (±6.6),13.3% (±4.0%),348710,6.8,1.9,6.8(±1.9)
Female,Sweden,2020,203.0,182.0,175.0,163.0,184.0,180.0,179.20000000000002,7.5,1.96,6.6,172.60000000000002,185.8,23.8,6.6,13.3,4.0,179.2 (±6.6),23.8 (±6.6),13.3% (±4.0%),316703,7.5,2.1,7.5(±2.1)
Female,Switzerland,2020,160.0,161.0,162.0,156.0,129.0,141.0,152.2,12.8,1.96,11.2,141.0,163.39999999999998,7.8,11.2,5.1,7.2,152.2 (±11.2),7.8 (±11.2),5.1% (±7.2%),303059,2.6,3.7,2.6(±3.7)
Female,Switzerland,2020,160.0,161.0,162.0,156.0,129.0,141.0,152.2,12.8,1.96,11.2,141.0,163.39999999999998,7.8,11.2,5.1,7.2,152.2 (±11.2),7.8 (±11.2),5.1% (±7.2%),305268,2.6,3.6,2.6(±3.6)
Male,Austria,2020,389.0,367.0,355.0,335.0,352.0,376.0,360.2,14.0,1.96,12.3,347.9,372.5,28.8,12.3,8.0,3.6,360.2 (±12.3),28.8 (±12.3),8.0% (±3.6%),309081,9.3,4.0,9.3(±4.0)
Male,Austria,2020,389.0,367.0,355.0,335.0,352.0,376.0,360.2,14.0,1.96,12.3,347.9,372.5,28.8,12.3,8.0,3.6,360.2 (±12.3),28.8 (±12.3),8.0% (±3.6%),307461,9.4,4.0,9.4(±4.0)
Male,Belgium,2020,592.0,605.0,565.0,557.0,556.0,534.0,572.9999999999999,23.2,1.96,20.3,552.6999999999999,593.2999999999998,19.0,20.3,3.3,3.5,573.0 (±20.3),19.0 (±20.3),3.3% (±3.5%),374051,5.1,5.4,5.1(±5.4)
Male,Belgium,2020,592.0,605.0,565.0,557.0,556.0,534.0,572.9999999999999,23.2,1.96,20.3,552.6999999999999,593.2999999999998,19.0,20.3,3.3,3.5,573.0 (±20.3),19.0 (±20.3),3.3% (±3.5%),376267,5.0,5.4,5.0(±5.4)
Male,Bulgaria,2020,792.0,740.0,769.0,669.0,727.0,679.0,732.0,37.6,1.96,33.0,699.0,765.0,60.0,33.0,8.2,4.7,732.0 (±33.0),60.0 (±33.0),8.2% (±4.7%),244745,24.5,13.5,24.5(±13.5)
Male,Bulgaria,2020,792.0,740.0,769.0,669.0,727.0,679.0,732.0,37.6,1.96,33.0,699.0,765.0,60.0,33.0,8.2,4.7,732.0 (±33.0),60.0 (±33.0),8.2% (±4.7%),248896,24.1,13.3,24.1(±13.3)
Male,Croatia,2020,242.0,281.0,241.0,246.0,250.0,253.0,255.79999999999995,14.0,1.96,12.3,243.49999999999994,268.09999999999997,-13.8,12.3,-5.4,4.3,255.8 (±12.3),-13.8 (±12.3),-5.4% (±4.3%),131402,-10.5,9.4,-10.5(±9.4)
Male,Croatia,2020,242.0,281.0,241.0,246.0,250.0,253.0,255.79999999999995,14.0,1.96,12.3,243.49999999999994,268.09999999999997,-13.8,12.3,-5.4,4.3,255.8 (±12.3),-13.8 (±12.3),-5.4% (±4.3%),144239,-9.6,8.6,-9.6(±8.6)
Male,Cyprus,2020,35.0,39.0,36.0,32.0,37.0,44.0,37.60000000000001,3.9,1.96,3.4,34.20000000000001,41.00000000000001,-2.6,3.4,-6.9,7.7,37.6 (±3.4),-2.6 (±3.4),-6.9% (±7.7%),37273,-7.0,9.1,-7.0(±9.1)
Male,Cyprus,2020,35.0,39.0,36.0,32.0,37.0,44.0,37.60000000000001,3.9,1.96,3.4,34.20000000000001,41.00000000000001,-2.6,3.4,-6.9,7.7,37.6 (±3.4),-2.6 (±3.4),-6.9% (±7.7%),33925,-7.7,10.1,-7.7(±10.1)
Male,Czechia,2020,707.0,767.0,651.0,673.0,701.0,642.0,703.5999999999999,45.0,1.96,39.4,664.1999999999999,742.9999999999999,3.4,39.4,0.5,5.3,703.6 (±39.4),3.4 (±39.4),0.5% (±5.3%),372324,0.9,10.6,0.9(±10.6)
Male,Czechia,2020,707.0,767.0,651.0,673.0,701.0,642.0,703.5999999999999,45.0,1.96,39.4,664.1999999999999,742.9999999999999,3.4,39.4,0.5,5.3,703.6 (±39.4),3.4 (±39.4),0.5% (±5.3%),394849,0.9,9.9,0.9(±9.9)
Male,Denmark,2020,203.0,194.0,203.0,187.0,215.0,193.0,201.60000000000005,9.7,1.96,8.5,193.10000000000005,210.10000000000005,1.4,8.5,0.7,4.1,201.6 (±8.5),1.4 (±8.5),0.7% (±4.1%),182835,0.8,4.6,0.8(±4.6)
Male,Denmark,2020,203.0,194.0,203.0,187.0,215.0,193.0,201.60000000000005,9.7,1.96,8.5,193.10000000000005,210.10000000000005,1.4,8.5,0.7,4.1,201.6 (±8.5),1.4 (±8.5),0.7% (±4.1%),165977,0.8,5.2,0.8(±5.2)
Male,Estonia,2020,153.0,190.0,175.0,151.0,128.0,112.0,152.0,28.8,1.96,25.2,126.8,177.2,1.0,25.2,0.7,14.4,152.0 (±25.2),1.0 (±25.2),0.7% (±14.4%),53364,1.9,47.2,1.9(±47.2)
Male,Estonia,2020,153.0,190.0,175.0,151.0,128.0,112.0,152.0,28.8,1.96,25.2,126.8,177.2,1.0,25.2,0.7,14.4,152.0 (±25.2),1.0 (±25.2),0.7% (±14.4%),49329,2.0,51.1,2.0(±51.1)
Male,Finland,2020,327.0,317.0,326.0,317.0,304.0,335.0,330.9999999999999,10.3,1.96,9.0,321.9999999999999,339.9999999999999,-4.0,9.0,-1.2,2.6,331.0 (±9.0),-4.0 (±9.0),-1.2% (±2.6%),181115,-2.2,5.0,-2.2(±5.0)
Male,Finland,2020,327.0,317.0,326.0,317.0,304.0,335.0,330.9999999999999,10.3,1.96,9.0,321.9999999999999,339.9999999999999,-4.0,9.0,-1.2,2.6,331.0 (±9.0),-4.0 (±9.0),-1.2% (±2.6%),186122,-2.1,4.8,-2.1(±4.8)
Male,France,2020,3413.0,3508.0,3310.0,3312.0,3422.0,3395.0,3450.2000000000007,74.1,1.96,65.0,3385.2000000000007,3515.2000000000007,-37.2,65.0,-1.1,1.8,3450.2 (±65.0),-37.2 (±65.0),-1.1% (±1.8%),1980287,-1.9,3.3,-1.9(±3.3)
Male,France,2020,3413.0,3508.0,3310.0,3312.0,3422.0,3395.0,3450.2000000000007,74.1,1.96,65.0,3385.2000000000007,3515.2000000000007,-37.2,65.0,-1.1,1.8,3450.2 (±65.0),-37.2 (±65.0),-1.1% (±1.8%),2068502,-1.8,3.1,-1.8(±3.1)
Male,Greece,2020,511.0,638.0,566.0,538.0,599.0,507.0,582.3999999999999,45.8,1.96,40.1,542.2999999999998,622.4999999999999,-71.4,40.1,-12.3,5.6,582.4 (±40.1),-71.4 (±40.1),-12.3% (±5.6%),298257,-23.9,13.4,-23.9(±13.4)
Male,Greece,2020,511.0,638.0,566.0,538.0,599.0,507.0,582.3999999999999,45.8,1.96,40.1,542.2999999999998,622.4999999999999,-71.4,40.1,-12.3,5.6,582.4 (±40.1),-71.4 (±40.1),-12.3% (±5.6%),369591,-19.3,10.8,-19.3(±10.8)
Male,Hungary,2020,672.0,786.0,656.0,692.0,656.0,612.0,691.6,58.6,1.96,51.4,640.2,743.0,-19.6,51.4,-2.8,6.8,691.6 (±51.4),-19.6 (±51.4),-2.8% (±6.8%),320675,-6.1,16.0,-6.1(±16.0)
Male,Hungary,2020,672.0,786.0,656.0,692.0,656.0,612.0,691.6,58.6,1.96,51.4,640.2,743.0,-19.6,51.4,-2.8,6.8,691.6 (±51.4),-19.6 (±51.4),-2.8% (±6.8%),331345,-5.9,15.5,-5.9(±15.5)
Male,Iceland,2020,25.0,18.0,28.0,32.0,25.0,21.0,24.799999999999994,5.0,1.96,4.4,20.39999999999999,29.199999999999996,0.2,4.4,0.8,15.2,24.8 (±4.4),0.2 (±4.4),0.8% (±15.2%),14816,1.3,29.7,1.3(±29.7)
Male,Iceland,2020,25.0,18.0,28.0,32.0,25.0,21.0,24.799999999999994,5.0,1.96,4.4,20.39999999999999,29.199999999999996,0.2,4.4,0.8,15.2,24.8 (±4.4),0.2 (±4.4),0.8% (±15.2%),13992,1.4,31.5,1.4(±31.5)
Male,Italy,2020,1770.0,2128.0,1982.0,1850.0,1842.0,1730.0,1944.8000000000002,136.6,1.96,119.7,1825.1000000000001,2064.5,-174.8,119.7,-9.0,5.3,1944.8 (±119.7),-174.8 (±119.7),-9.0% (±5.3%),1658749,-10.5,7.2,-10.5(±7.2)
Male,Italy,2020,1770.0,2128.0,1982.0,1850.0,1842.0,1730.0,1944.8000000000002,136.6,1.96,119.7,1825.1000000000001,2064.5,-174.8,119.7,-9.0,5.3,1944.8 (±119.7),-174.8 (±119.7),-9.0% (±5.3%),1792981,-9.7,6.6,-9.7(±6.6)
Male,Latvia,2020,268.0,380.0,341.0,362.0,335.0,275.0,351.40000000000003,35.6,1.96,31.2,320.20000000000005,382.6,-83.4,31.2,-23.7,6.3,351.4 (±31.2),-83.4 (±31.2),-23.7% (±6.3%),71205,-117.1,43.8,-117.1(±43.8)
Male,Latvia,2020,268.0,380.0,341.0,362.0,335.0,275.0,351.40000000000003,35.6,1.96,31.2,320.20000000000005,382.6,-83.4,31.2,-23.7,6.3,351.4 (±31.2),-83.4 (±31.2),-23.7% (±6.3%),66547,-125.3,46.9,-125.3(±46.9)
Male,Liechtenstein,2020,1.0,0.0,1.0,0.0,2.0,1.0,0.8,0.7,1.96,0.6,0.20000000000000007,1.4,0.2,0.6,25.0,53.6,0.8 (±0.6),0.2 (±0.6),25.0% (±53.6%),1229,16.3,48.8,16.3(±48.8)
Male,Liechtenstein,2020,1.0,0.0,1.0,0.0,2.0,1.0,0.8,0.7,1.96,0.6,0.20000000000000007,1.4,0.2,0.6,25.0,53.6,0.8 (±0.6),0.2 (±0.6),25.0% (±53.6%),1269,15.8,47.2,15.8(±47.2)
Male,Lithuania,2020,403.0,558.0,496.0,418.0,447.0,402.0,480.20000000000005,56.8,1.96,49.8,430.40000000000003,530.0,-77.2,49.8,-16.1,7.9,480.2 (±49.8),-77.2 (±49.8),-16.1% (±7.9%),99014,-78.0,50.3,-78.0(±50.3)
Male,Lithuania,2020,403.0,558.0,496.0,418.0,447.0,402.0,480.20000000000005,56.8,1.96,49.8,430.40000000000003,530.0,-77.2,49.8,-16.1,7.9,480.2 (±49.8),-77.2 (±49.8),-16.1% (±7.9%),89958,-85.8,55.3,-85.8(±55.3)
Male,Luxembourg,2020,25.0,24.0,22.0,27.0,23.0,27.0,24.600000000000005,2.1,1.96,1.8,22.800000000000004,26.400000000000006,0.4,1.8,1.6,6.9,24.6 (±1.8),0.4 (±1.8),1.6% (±6.9%),24906,1.6,7.2,1.6(±7.2)
Male,Luxembourg,2020,25.0,24.0,22.0,27.0,23.0,27.0,24.600000000000005,2.1,1.96,1.8,22.800000000000004,26.400000000000006,0.4,1.8,1.6,6.9,24.6 (±1.8),0.4 (±1.8),1.6% (±6.9%),24766,1.6,7.3,1.6(±7.3)
Male,Malta,2020,25.0,26.0,25.0,25.0,21.0,21.0,23.600000000000005,2.2,1.96,1.9,21.700000000000006,25.500000000000004,1.4,1.9,5.9,7.9,23.6 (±1.9),1.4 (±1.9),5.9% (±7.9%),25506,5.5,7.4,5.5(±7.4)
Male,Malta,2020,25.0,26.0,25.0,25.0,21.0,21.0,23.600000000000005,2.2,1.96,1.9,21.700000000000006,25.500000000000004,1.4,1.9,5.9,7.9,23.6 (±1.9),1.4 (±1.9),5.9% (±7.9%),22944,6.1,8.3,6.1(±8.3)
Male,Netherlands,2020,612.0,530.0,499.0,524.0,565.0,537.0,540.5999999999999,21.3,1.96,18.7,521.8999999999999,559.3,71.4,18.7,13.2,3.8,540.6 (±18.7),71.4 (±18.7),13.2% (±3.8%),556666,12.8,3.4,12.8(±3.4)
